uf,m,ibge_cod,pop,caps,caps_tipo,srt,leitos_sus,leitos_hg,psiq,psiq_cad,psiq_hab,def_psiq,lq,uti_sus,vacuo_hab,esf_pct,alerta_fiscal,score_mun,score_v2,versao_banco
AC,Sena Madureira,1200500.0,47285,1.0,CAPS I,0.0,32,0,0,0.0,0.0,0.0,0.0,8.0,False,65.0,False,21.9,23.5,v37+v3
AC,Senador Guiomard,1200450.0,24621,0.0,Nenhum,0.0,17,0,1,0.0,0.0,0.0,0.0,4.0,False,65.0,False,20.1,22.8,v37+v3
AC,Tarauacá,1200609.0,43151,1.0,CAPS I,0.0,29,0,0,0.0,0.0,0.0,0.0,8.0,False,65.0,False,21.9,22.0,v37+v3
AC,Xapuri,1200708.0,18762,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,17.3,16.3,v37+v3
AL,Anadia,2700201.0,15426,1.0,CAPS,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.2,35.1,v37+v3
AL,Arapiraca,2700300.0,232977,3.0,"CAPS II,CAPSad,CAPSi",1.0,308,20,20,0.0,0.0,0.0,0.0,0.0,0,0.0,False,29.8,32.6,v37+v3
AL,Atalaia,2700409.0,40962,1.0,CAPS,0.0,32,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,43.2,31.9,v37+v3
AL,Barra de Santo Antônio,2700508.0,14698,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,33.1,26.6,v37+v3
AL,Barra de São Miguel,2700607.0,8064,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,42.7,26.7,v37+v3
AL,Batalha,2700706.0,17416,0.0,Nenhum,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.2,25.6,v37+v3
AL,Belo Monte,2700904.0,7030,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,33.6,26.2,v37+v3
AL,Belém,2700805.0,5692,1.0,CAPS,0.0,3,0,84,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.7,39.6,v37+v3
AL,Boca da Mata,2701001.0,26962,1.0,CAPS,0.0,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,33.9,32.0,v37+v3
AL,Branquinha,2701100.0,10598,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,43.9,27.2,v37+v3
AL,Cacimbinhas,2701209.0,11234,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,28.0,24.7,v37+v3
AL,Cajueiro,2701308.0,20318,1.0,CAPS,0.0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.3,34.6,v37+v3
AL,Campestre,2701357.0,15462,1.0,CAPS,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.5,36.2,v37+v3
AL,Campo Alegre,2701407.0,50188,2.0,CAPS,0.0,39,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,46.1,36.6,v37+v3
AL,Campo Grande,2701506.0,10186,7.0,CAPS,0.0,5,0,90,0.0,0.0,0.0,0.0,0.0,0,0.0,False,40.2,39.6,v37+v3
AL,Canapi,2701605.0,16124,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.9,35.4,v37+v3
AL,Capela,2701704.0,19846,1.0,CAPS,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,36.6,31.6,v37+v3
AL,Carneiros,2701803.0,9562,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,36.6,27.0,v37+v3
AL,Chã Preta,2701902.0,9218,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,29.0,24.4,v37+v3
AL,Coité do Nóia,2702009.0,7964,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.9,29.3,v37+v3
AL,Colônia Leopoldina,2702108.0,14928,1.0,CAPS,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,50.2,36.2,v37+v3
AL,Coqueiro Seco,2702207.0,6234,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.2,24.1,v37+v3
AL,Coruripe,2702306.0,56134,1.0,CAPS I,0.0,44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,39.7,29.2,v37+v3
AL,Craíbas,2702355.0,29876,1.0,CAPS,0.0,23,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.5,29.9,v37+v3
AL,Delmiro Gouveia,2702405.0,54892,2.0,"CAPS II,CAPSad",0.0,43,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.9,31.4,v37+v3
AL,Dois Riachos,2702504.0,11286,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,35.5,26.1,v37+v3
AL,Estrela de Alagoas,2702553.0,11934,1.0,CAPS,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.8,32.6,v37+v3
AL,Feira Grande,2702603.0,22196,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,33.0,34.4,v37+v3
AL,Feliz Deserto,2702702.0,5892,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,41.7,27.5,v37+v3
AL,Flexeiras,2702801.0,14628,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,33.0,25.3,v37+v3
AL,Girau do Ponciano,2702900.0,34142,1.0,CAPS,0.0,27,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.2,31.5,v37+v3
AL,Ibateguara,2703007.0,8962,1.0,CAPS,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.8,42.2,v37+v3
AL,Igaci,2703106.0,26388,1.0,CAPS,0.0,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,29.3,29.9,v37+v3
AL,Igreja Nova,2703205.0,25418,1.0,CAPS,0.0,20,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,33.9,31.7,v37+v3
AL,Inhapi,2703304.0,16042,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,38.6,31.5,v37+v3
AL,Jacaré dos Homens,2703403.0,8624,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,42.8,27.0,v37+v3
AL,Jacuípe,2703502.0,9834,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,41.4,28.2,v37+v3
AL,Japaratinga,2703601.0,7382,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,46.2,29.8,v37+v3
AL,Jaramataia,2703700.0,8146,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,43.8,27.5,v37+v3
AL,Jequiá da Praia,2703759.0,11234,1.0,CAPS I,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,31.7,34.9,v37+v3
AL,Joaquim Gomes,2703809.0,21846,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.8,32.1,v37+v3
AL,Jundiá,2703908.0,8428,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.2,28.4,v37+v3
AL,Junqueiro,2704005.0,30962,1.0,CAPS,0.0,24,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,40.8,32.2,v37+v3
AL,Lagoa da Canoa,2704104.0,10268,1.0,CAPS,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.3,38.0,v37+v3
AL,Limoeiro de Anadia,2704203.0,18192,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,43.2,31.6,v37+v3
AL,Maceió,2704302.0,1025360,8.0,"CAPS I,CAPS II,CAPSad,CAPSi,CAPSad III,CAPS III",4.0,2338,160,160,0.0,0.0,0.0,0.0,0.0,0,0.0,False,46.2,41.3,v37+v3
AL,Major Isidoro,2704401.0,16984,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.3,32.9,v37+v3
AL,Mar Vermelho,2704906.0,8912,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,45.7,28.7,v37+v3
AL,Maragogi,2704500.0,29388,1.0,CAPS,0.0,23,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.4,31.3,v37+v3
AL,Maravilha,2704609.0,12046,1.0,CAPS,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.5,38.2,v37+v3
AL,Marechal Deodoro,2704708.0,56882,1.0,CAPS I,0.0,44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,43.4,31.3,v37+v3
AL,Maribondo,2704807.0,10446,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,33.6,24.8,v37+v3
AL,Mata Grande,2705002.0,22184,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,41.9,32.7,v37+v3
AL,Matriz de Camaragibe,2705101.0,17634,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,45.3,32.4,v37+v3
AL,Messias,2705200.0,17984,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.1,31.5,v37+v3
AL,Minador do Negrão,2705309.0,8742,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,38.2,27.8,v37+v3
AL,Monteirópolis,2705408.0,8962,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,31.0,24.0,v37+v3
AL,Murici,2705507.0,24346,0.0,Nenhum,0.0,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.9,28.2,v37+v3
AL,Novo Lino,2705606.0,8124,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.9,24.0,v37+v3
AL,Olho d'Água Grande,2705903.0,7682,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,30.2,25.6,v37+v3
AL,Olho d'Água das Flores,2705705.0,19682,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.1,32.8,v37+v3
AL,Olho d'Água do Casado,2705804.0,9228,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,45.3,27.8,v37+v3
AL,Olivença,2706000.0,14868,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,45.2,28.7,v37+v3
AL,Ouro Branco,2706109.0,13962,1.0,CAPS,1.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,36.9,40.9,v37+v3
AL,Palestina,2706208.0,11846,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,38.8,24.7,v37+v3
AL,Palmeira dos Índios,2706307.0,72446,1.0,CAPS II,0.0,57,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,36.1,31.9,v37+v3
AL,Pariconha,2706422.0,10162,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,38.7,29.0,v37+v3
AL,Paripueira,2706448.0,12492,0.0,Nenhum,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,33.3,27.0,v37+v3
AL,Passo de Camaragibe,2706505.0,11934,1.0,CAPS,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.9,36.0,v37+v3
AL,Paulo Jacinto,2706604.0,9462,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.5,28.6,v37+v3
AL,Penedo,2706703.0,59388,1.0,CAPS I,0.0,46,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,47.4,34.2,v37+v3
AL,Piaçabuçu,2706802.0,16892,1.0,CAPS,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,48.2,36.5,v37+v3
AL,Pilar,2706901.0,32146,1.0,CAPS I,0.0,25,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.2,31.1,v37+v3
AL,Pindoba,2707008.0,5892,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,32.2,24.8,v37+v3
AL,Piranhas,2707107.0,23688,1.0,CAPS,0.0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,39.1,33.0,v37+v3
AL,Porto Calvo,2707305.0,23846,3.0,CAPS,0.0,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.1,42.2,v37+v3
AL,Porto Real do Colégio,2707503.0,19442,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,38.6,31.2,v37+v3
AL,Porto de Pedras,2707404.0,7432,1.0,CAPS,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.4,39.4,v37+v3
AL,Poço das Trincheiras,2707206.0,13592,0.0,Nenhum,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,31.3,25.5,v37+v3
AL,Pão de Açúcar,2706406.0,23388,1.0,CAPS,0.0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.0,33.9,v37+v3
AL,Quebrangulo,2707602.0,14628,1.0,CAPS,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.2,35.9,v37+v3
AL,Rio Largo,2707701.0,79842,1.0,CAPS I,0.0,62,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.9,28.9,v37+v3
AL,Roteiro,2707800.0,8134,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.5,29.1,v37+v3
AL,Santa Luzia do Norte,2707909.0,8652,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,47.6,30.4,v37+v3
AL,Santana do Ipanema,2708006.0,46862,1.0,CAPS I,0.0,37,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.9,30.8,v37+v3
AL,Santana do Mundaú,2708105.0,9234,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,30.4,24.0,v37+v3
AL,Satuba,2708907.0,18634,1.0,CAPS,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,37.9,31.6,v37+v3
AL,Senador Rui Palmeira,2708956.0,13188,1.0,CAPS I,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.7,33.0,v37+v3
AL,São Brás,2708204.0,8842,0.0,Nenhum,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,40.3,25.6,v37+v3
AL,São José da Laje,2708303.0,23682,1.0,CAPS,0.0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.3,35.0,v37+v3
AL,São José da Tapera,2708402.0,22184,1.0,CAPS,0.0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,44.5,35.1,v37+v3
AL,São Luís do Quitunde,2708501.0,22692,1.0,CAPS,0.0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,33.9,32.2,v37+v3
AL,São Miguel dos Campos,2708600.0,39468,1.0,CAPS I,0.0,31,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,45.1,36.2,v37+v3
AL,São Miguel dos Milagres,2708709.0,6182,0.0,Nenhum,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,49.9,31.9,v37+v3
AL,São Sebastião,2708808.0,20844,3.0,CAPS,0.0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.6,40.8,v37+v3
AL,Tanque d'Arca,2709004.0,9962,0.0,Nenhum,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,34.1,25.3,v37+v3
AL,Taquarana,2709103.0,14692,1.0,CAPS,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,51.4,38.0,v37+v3
AL,Teotônio Vilela,2709152.0,46882,1.0,CAPS,0.0,37,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,42.5,34.2,v37+v3
AL,Traipu,2709202.0,24136,1.0,CAPS,0.0,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,28.6,31.6,v37+v3
AL,União dos Palmares,2709301.0,63882,1.0,CAPS I,0.0,50,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,35.9,31.6,v37+v3
AL,Viçosa,2709400.0,26384,1.0,CAPS I,0.0,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,40.8,30.6,v37+v3
AL,Água Branca,2700102.0,16027,1.0,CAPS,0.0,8,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,False,38.8,32.6,v37+v3
AM,Alvarães,1300029.0,16806,0.0,,0.0,7,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,12.9,12.3,v37+v3+CNES_real
AM,Amaturá,1300060.0,11533,0.0,,0.0,5,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,8.3,9.7,v37+v3+CNES_real
AM,Anamã,1300086.0,9981,0.0,,0.0,4,0,0,0.0,0.0,0.0,0.0,1.0,False,65.0,False,9.5,10.6,v37+v3+CNES_real
AM,Anori,1300102.0,18056,0.0,,0.0,8,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,16.1,16.0,v37+v3+CNES_real
AM,Apuí,1300144.0,21781,0.0,,0.0,15,2,0,0.0,0.0,0.0,0.0,4.0,False,65.0,True,6.9,23.0,v37+v3+CNES_real
AM,Atalaia do Norte,1300201.0,15889,0.0,,0.0,7,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,9.9,10.7,v37+v3+CNES_real
AM,Autazes,1300300.0,45960,0.0,,0.0,31,0,0,0.0,0.0,0.0,0.0,8.0,False,65.0,False,13.0,21.5,v37+v3+CNES_real
AM,Barcelos,1300409.0,18210,0.0,,0.0,8,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,14.3,18.0,v37+v3+CNES_real
AM,Barreirinha,1300508.0,33722,0.0,,0.0,23,0,0,0.0,0.0,0.0,0.0,6.0,False,65.0,False,8.8,18.2,v37+v3+CNES_real
AM,Benjamin Constant,1300607.0,40908,0.0,,0.0,28,0,0,0.0,0.0,0.0,0.0,7.0,False,65.0,False,16.7,19.5,v37+v3+CNES_real
AM,Beruri,1300631.0,22495,0.0,,0.0,15,0,0,0.0,0.0,0.0,0.0,4.0,False,65.0,False,3.0,13.3,v37+v3+CNES_real
AM,Boa Vista do Ramos,1300680.0,26479,0.0,,0.0,18,0,0,0.0,0.0,0.0,0.0,4.0,False,65.0,False,16.6,22.1,v37+v3+CNES_real
AM,Boca do Acre,1300706.0,38792,0.0,,0.0,26,0,0,0.0,0.0,0.0,0.0,7.0,False,65.0,False,17.8,20.1,v37+v3+CNES_real
AM,Borba,1300805.0,34869,0.0,,0.0,24,0,0,0.0,0.0,0.0,0.0,6.0,False,65.0,False,15.1,20.9,v37+v3+CNES_real
AM,Caapiranga,1300839.0,14806,0.0,,0.0,6,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,7.5,10.5,v37+v3+CNES_real
AM,Canutama,1300904.0,18109,0.0,,0.0,8,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,14.6,11.4,v37+v3+CNES_real
AM,Carauari,1301001.0,31130,0.0,,0.0,21,0,0,0.0,0.0,0.0,0.0,5.0,False,65.0,True,10.3,17.4,v37+v3+CNES_real
AM,Careiro,1301100.0,32336,0.0,,0.0,22,0,0,0.0,0.0,0.0,0.0,6.0,False,65.0,False,19.7,23.1,v37+v3+CNES_real
AM,Careiro da Várzea,1301159.0,20324,0.0,,0.0,14,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,17.7,24.1,v37+v3+CNES_real
AM,Coari,1301209.0,73576,0.0,,0.0,50,0,0,10.0,8.0,2.0,0.1133,14.0,False,65.0,False,35.2,24.9,v37+v3+CNES_real
AM,Codajás,1301308.0,24572,0.0,,0.0,17,3,0,0.0,0.0,0.0,0.0,4.0,False,65.0,True,13.0,24.0,v37+v3+CNES_real
AM,Eirunepé,1301407.0,35793,0.0,,0.0,24,4,0,0.0,0.0,0.0,0.0,6.0,False,65.0,True,7.7,16.5,v37+v3+CNES_real
AM,Envira,1301506.0,17985,0.0,,0.0,7,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,6.5,8.8,v37+v3+CNES_real
AM,Fonte Boa,1301605.0,28227,0.0,,0.0,19,0,0,0.0,0.0,0.0,0.0,5.0,False,65.0,False,4.4,13.5,v37+v3+CNES_real
AM,Guajará,1301654.0,14344,0.0,,0.0,6,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,21.7,24.1,v37+v3+CNES_real
AM,Humaitá,1301704.0,63454,0.0,,0.0,43,0,0,10.0,8.0,2.0,0.1392,11.0,False,65.0,False,11.7,22.0,v37+v3+CNES_real
AM,Ipixuna,1301803.0,25629,0.0,,0.0,17,0,0,0.0,0.0,0.0,0.0,4.0,False,65.0,False,14.7,14.8,v37+v3+CNES_real
AM,Iranduba,1301852.0,68862,0.0,,0.0,47,0,0,10.0,8.0,2.0,0.1308,12.0,False,65.0,False,16.3,23.1,v37+v3+CNES_real
AM,Itacoatiara,1301902.0,113917,0.0,,0.0,130,2,0,20.0,16.0,4.0,0.1544,20.0,False,65.0,True,10.3,26.2,v37+v3+CNES_real
AM,Itamarati,1301951.0,11956,0.0,,0.0,5,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,19.2,14.5,v37+v3+CNES_real
AM,Itapiranga,1302009.0,10955,0.0,,0.0,5,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,13.0,15.2,v37+v3+CNES_real
AM,Japurá,1302108.0,9420,0.0,,0.0,4,0,0,0.0,0.0,0.0,0.0,1.0,False,65.0,False,18.4,14.5,v37+v3+CNES_real
AM,Juruá,1302207.0,11093,0.0,,0.0,5,0,0,0.0,0.0,0.0,0.0,2.0,False,65.0,False,9.8,10.8,v37+v3+CNES_real
AM,Jutaí,1302306.0,28202,0.0,,0.0,19,0,0,0.0,0.0,0.0,0.0,5.0,False,65.0,False,6.0,11.6,v37+v3+CNES_real
AM,Lábrea,1302405.0,49469,0.0,,0.0,33,0,0,0.0,0.0,0.0,0.0,9.0,False,65.0,False,13.2,18.9,v37+v3+CNES_real
AM,Manacapuru,1302504.0,111751,0.0,,0.0,128,0,0,20.0,16.0,4.0,0.157,20.0,False,65.0,False,6.0,23.6,v37+v3+CNES_real
AM,Manaquiri,1302553.0,13500,0.0,,0.0,6,1,0,0.0,0.0,0.0,0.0,3.0,False,65.0,True,8.5,25.2,v37+v3+CNES_real
AM,Manaus,1302603.0,2303732,13.0,,0.0,4552,2,20,410.0,328.0,82.0,0.1589,412.0,False,65.0,False,59.0,45.3,v37+v3+CNES_real
AM,Manicoré,1302702.0,58018,0.0,,0.0,39,0,0,10.0,8.0,2.0,0.1484,10.0,False,65.0,False,5.6,18.0,v37+v3+CNES_real
AM,Maraã,1302801.0,15815,0.0,,0.0,7,0,0,0.0,0.0,0.0,0.0,3.0,False,65.0,False,12.8,12.5,v37+v3+CNES_real
AM,Maués,1302900.0,66336,0.0,,0.0,45,0,0,10.0,8.0,2.0,0.1307,12.0,False,65.0,False,9.6,20.5,v37+v3+CNES_real
AM,Nhamundá,1303007.0,21251,0.0,,0.0,14,0,0,0.0,0.0,0.0,0.0,4.0,False,65.0,False,14.4,17.3,v37+v3+CNES_real
AM,Nova Olinda do Norte,1303106.0,28123,0.0,,0.0,19,0,0,0.0,0.0,0.0,0.0,5.0,False,65.0,False,15.1,24.2,v37+v3+CNES_real
